crop_name,age,race,masked,skintone,emotion,gender
1705.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
1706.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
1707.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1708.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1709.jpg,20-30s,Mongoloid,masked,light,Disgust,Male
1710.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1711.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1712.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1713.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1714.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1715.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1716.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1717.jpg,40-50s,Mongoloid,unmasked,mid-dark,Happiness,Male
1718.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1719.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1720.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1721.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1722.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1723.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1724.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Male
1725.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1726.jpg,Senior,Mongoloid,unmasked,light,Neutral,Female
1727.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1728.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1729.jpg,Kid,Mongoloid,unmasked,mid-light,Happiness,Female
1730.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1731.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1732.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1733.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1734.jpg,40-50s,Mongoloid,unmasked,mid-dark,Happiness,Male
1735.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1736.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Male
1737.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1738.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Male
1739.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1740.jpg,20-30s,Mongoloid,unmasked,light,Anger,Male
1741.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female
1742.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male
1743.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1744.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1745.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1746.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1747.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female
1748.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female
1749.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1750.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1751.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1752.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1753.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1754.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1755.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1756.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1757.jpg,20-30s,Mongoloid,unmasked,mid-light,Anger,Male
1758.jpg,Kid,Mongoloid,unmasked,light,Happiness,Female
1759.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1760.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1761.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female
1762.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1763.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1764.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1765.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1766.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1767.jpg,20-30s,Mongoloid,unmasked,light,Anger,Female
1768.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1769.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1770.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1771.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
1772.jpg,Kid,Mongoloid,unmasked,light,Neutral,Male
1773.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1774.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1775.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1776.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1777.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1778.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1779.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1780.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1781.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1782.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female
1783.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female
1784.jpg,40-50s,Mongoloid,unmasked,mid-dark,Neutral,Male
1785.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1786.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1787.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1788.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1789.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1790.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1791.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female
1792.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1793.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1794.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male
1795.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male
1796.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1797.jpg,Senior,Mongoloid,unmasked,mid-light,Neutral,Male
1798.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Male
1799.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1800.jpg,Senior,Mongoloid,unmasked,mid-dark,Happiness,Male
1801.jpg,Senior,Mongoloid,unmasked,mid-light,Sadness,Male
1802.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1803.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1804.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1805.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female
1806.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1807.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1808.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1809.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female
1810.jpg,Teenager,Mongoloid,unmasked,mid-light,Neutral,Female
1811.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Female
1812.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Female
1813.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1814.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Male
1815.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1816.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1817.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1818.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1819.jpg,Kid,Mongoloid,unmasked,light,Neutral,Female
1820.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1821.jpg,Teenager,Mongoloid,unmasked,mid-light,Neutral,Male
1822.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1823.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1824.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1825.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1826.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1827.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1828.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1829.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1830.jpg,20-30s,Mongoloid,unmasked,mid-dark,Neutral,Male
1831.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1832.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1833.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1834.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
1835.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1836.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Male
1837.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1838.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1839.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male
1840.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1841.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1842.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male
1843.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1844.jpg,40-50s,Mongoloid,unmasked,mid-dark,Neutral,Male
1845.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
1846.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male
1847.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1848.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1849.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1850.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1851.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1852.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1853.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male
1854.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female
1855.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1856.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1857.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
1858.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1859.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
1860.jpg,20-30s,Mongoloid,unmasked,mid-dark,Neutral,Male
1861.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1862.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female
1863.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
1864.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1865.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male
1866.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1867.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1868.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1869.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1870.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1871.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1872.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1873.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1874.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1875.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1876.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1877.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1878.jpg,20-30s,Mongoloid,masked,light,Anger,Female
1879.jpg,20-30s,Mongoloid,masked,light,Sadness,Female
1880.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female
1881.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1882.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1883.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1884.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1885.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1886.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1887.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Female
1888.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1889.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1890.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1891.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1892.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1893.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1894.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1895.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1896.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
1897.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1898.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1899.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1900.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1901.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1902.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1903.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1904.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1905.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1906.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1907.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1908.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Female
1909.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1910.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Male
1911.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
1912.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
1913.jpg,20-30s,Mongoloid,unmasked,light,Fear,Female
1914.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1915.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
1916.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1917.jpg,40-50s,Mongoloid,masked,mid-light,Anger,Male
1918.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1919.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1920.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1921.jpg,Teenager,Mongoloid,unmasked,mid-light,Neutral,Female
1922.jpg,Kid,Mongoloid,unmasked,light,Happiness,Female
1923.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
1924.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
1925.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1926.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1927.jpg,Senior,Mongoloid,unmasked,mid-dark,Neutral,Male
1928.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1929.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1930.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1931.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1932.jpg,20-30s,Mongoloid,masked,light,Anger,Female
1933.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1934.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1935.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
1936.jpg,20-30s,Mongoloid,masked,light,Disgust,Male
1937.jpg,40-50s,Caucasian,unmasked,light,Neutral,Female
1938.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1939.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male
1940.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1941.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1942.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
1943.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1944.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female
1945.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1946.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male
1947.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male
1948.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1949.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1950.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1951.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1952.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male
1953.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male
1954.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male
1955.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1956.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1957.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1958.jpg,Senior,Mongoloid,masked,light,Neutral,Female
1959.jpg,Senior,Mongoloid,masked,light,Neutral,Female
1960.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1961.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1962.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female
1963.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female
1964.jpg,40-50s,Caucasian,unmasked,mid-light,Anger,Male
1965.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1966.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1967.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1968.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1969.jpg,Kid,Mongoloid,unmasked,mid-light,Happiness,Female
1970.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1971.jpg,20-30s,Mongoloid,unmasked,light,Anger,Female
1972.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Male
1973.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
1974.jpg,40-50s,Negroid,unmasked,mid-dark,Happiness,Male
1975.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Male
1976.jpg,40-50s,Caucasian,unmasked,light,Anger,Female
1977.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1978.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male
1979.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female
1980.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1981.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1982.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male
1983.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1984.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1985.jpg,20-30s,Mongoloid,unmasked,light,Anger,Male
1986.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1987.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
1988.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1989.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1990.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1991.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Female
1992.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1993.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1994.jpg,Kid,Mongoloid,unmasked,mid-light,Happiness,Female
1995.jpg,20-30s,Mongoloid,unmasked,mid-light,Surprise,Female
1996.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
1997.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
1998.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
1999.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2000.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2001.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female
2002.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female
2003.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2004.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2005.jpg,Kid,Caucasian,unmasked,light,Happiness,Male
2006.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2007.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2008.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2009.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2010.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
2011.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2012.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2013.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female
2014.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
2015.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
2016.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2017.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
2018.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2019.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2020.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2021.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
2022.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2023.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2024.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2025.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2026.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2027.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2028.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2029.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2030.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2031.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2032.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
2033.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2034.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2035.jpg,Kid,Mongoloid,unmasked,light,Neutral,Female
2036.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female
2037.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2038.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2039.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2040.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female
2041.jpg,20-30s,Mongoloid,unmasked,light,Disgust,Female
2042.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
2043.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
2044.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2045.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2046.jpg,20-30s,Mongoloid,unmasked,light,Anger,Female
2047.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male
2048.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female
2049.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2050.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2051.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2052.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2053.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female
2054.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2055.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2056.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2057.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2058.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
2059.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2060.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2061.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female
2062.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2063.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2064.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2065.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
2066.jpg,40-50s,Caucasian,unmasked,light,Happiness,Male
2067.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male
2068.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2069.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female
2070.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2071.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2072.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2073.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female
2074.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2075.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male
2076.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2077.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2078.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male
2079.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2080.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2081.jpg,20-30s,Caucasian,unmasked,light,Anger,Female
2082.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female
2083.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male
2084.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male
2085.jpg,Senior,Caucasian,unmasked,mid-light,Happiness,Male
2086.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2087.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2088.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2089.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2090.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2091.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female
2092.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female
2093.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female
2094.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
2095.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female
2096.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
2097.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2098.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2099.jpg,40-50s,Negroid,unmasked,dark,Happiness,Male
2100.jpg,20-30s,Negroid,unmasked,dark,Neutral,Male
2101.jpg,20-30s,Mongoloid,unmasked,mid-light,Surprise,Female
2102.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female
2103.jpg,20-30s,Mongoloid,unmasked,mid-light,Disgust,Female
2104.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female
2105.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male
2106.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female
2107.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female
2108.jpg,Kid,Caucasian,unmasked,light,Neutral,Male
